,"Частота, Гц","Амплитуда, g"
0,,
1,166.6,1.62982825441
2,184.9,2.2108228512099997
3,193.4,2.2168607479599998
4,198.1,1.9853185550999999
5,200.9,2.16563551355
6,202.0,1.9723954808
7,206.1,2.11729075639
8,207.2,2.2609060282
9,209.5,2.2556898259000002
10,211.4,2.04245029486
11,203.3,1.8614021695000003
12,202.2,1.7373884197199998
13,195.9,1.38755002037
14,192.4,1.54109125947
15,208.6,1.40595052325
16,210.4,1.6171536093699999
17,208.8,1.2773773629299998
18,219.7,1.9918601658
19,222.0,1.9244660881000002
20,223.6,2.1565805063
21,204.6,1.45793804391
22,202.9,1.3012736066800001
23,219.0,1.5536368277
24,219.1,1.48048276804
25,217.5,1.32907541571
26,222.6,1.9583620035
27,230.5,2.13588839016
28,232.2,2.10031967824
29,234.8,2.3698647615999997
30,236.0,2.407455244
31,236.0,2.3631059480000003
32,236.5,2.1723909040000002
33,237.0,2.26150945992
34,237.5,2.2646472354
35,238.5,2.2219237268
36,238.3,2.2282937634
37,239.4,2.18627848084
38,239.2,2.22549502281
39,240.4,1.9687770296
40,241.4,2.12685964964
41,243.1,1.9655691095999999
42,243.0,1.8677733246
43,244.3,2.4222889049
44,244.2,2.09467509014
45,245.0,2.2470284288999998
46,245.0,2.5694785844999997
47,245.0,2.1986634345
48,246.2,2.00148261342
49,245.0,2.432377704
50,245.0,2.3885319664
51,246.6,2.329444439
52,246.0,2.2008679625100003
53,245.0,2.4012085175999998
54,245.0,2.5710079506
55,245.4,2.30490945277
56,247.0,2.22523302759
57,246.7,2.4491891694
58,246.4,2.03950587719
59,246.9,2.28400125203
60,247.0,2.3021955704
61,246.7,2.19237040833
62,247.0,2.1888444784
63,247.0,2.07537883832
64,247.0,2.5162538690000003
65,247.6,2.195406803
66,254.1,2.0843606958
67,253.3,2.5668756618
68,253.4,2.4390032005999998
69,255.5,2.1288039427200003
70,253.5,2.6815224533
71,256.4,2.44557096114
72,256.9,2.6077382771
73,258.0,2.36813342166
74,258.0,2.4915942695
75,257.7,2.4702776479699997
76,259.3,2.586557452
77,261.0,2.6216646558
78,259.2,2.6153698791
79,258.9,2.539164196
80,258.5,2.499895004
81,259.3,2.48884484335
82,261.6,2.425153667
83,262.0,2.5115471182
84,262.5,2.4804703851
85,262.8,2.32842643044
86,262.6,2.6724205825
87,261.4,2.470544447
88,262.0,2.53327337644
89,262.1,2.5831221668
90,262.4,2.4017247668
91,261.8,2.33153084977
92,261.8,2.4272469825000003
93,262.0,2.5846558021
94,262.0,2.46872584673
95,261.8,2.5092060936
96,261.4,2.32761681395
97,260.8,2.6476707470000003
98,263.9,2.9575656488
99,264.0,2.27829313211
100,261.0,1.8534571479
