,"Частота, Гц","Амплитуда, g"
0,,
1,143.2,1.3819333520500001
2,162.0,1.54461293977
3,174.7,1.55947064039
4,181.3,1.78951628839
5,187.3,1.8119978209999998
6,192.5,1.7190190264400003
7,193.0,2.1738355187100002
8,196.2,1.8448693674
9,199.0,1.88081873629
10,201.6,1.90627028189
11,204.4,2.2731885897999997
12,207.4,2.0867138379
13,207.7,2.1562223916
14,210.0,1.9265497567
15,211.5,1.9919815211
16,212.8,2.2116575577999997
17,215.4,1.97647815412
18,216.4,2.28781379044
19,217.9,2.0596341707
20,220.0,2.5794943602
21,220.3,1.8077910110200002
22,221.9,2.127175024
23,223.8,2.05277972367
24,224.9,2.09628174875
25,225.2,2.0850512811
26,226.6,1.95933273023
27,227.5,2.2632396134099997
28,228.7,2.244064163
29,228.9,1.9196631208
30,231.2,2.5240794415
31,233.2,2.2457925271
32,233.0,1.97495425324
33,231.0,1.8166619381299998
34,228.6,1.8715302274999999
35,232.9,1.9272675811
36,238.1,2.2259425179
37,237.0,2.02567118372
38,237.3,1.77843323838
39,238.1,2.01406378387
40,240.0,2.2489600993
41,241.1,2.0282626991
42,244.2,1.9806808599
43,244.7,2.42521361053
44,244.9,2.14628513369
45,245.0,2.22609877543
46,245.0,2.2573591996
47,245.0,2.5500292260000004
48,246.7,2.1708587759
49,247.0,2.4179037233
50,247.1,2.4054893523
51,247.2,2.3498700186
52,246.5,1.92421570466
53,246.2,1.73601331795
54,245.4,1.9464856651000002
55,246.0,1.9607026878
56,249.0,2.2641506398
57,249.3,2.3837618492
58,249.8,2.3902534359
59,250.5,2.4564530488
60,251.3,2.3887062732
61,252.0,2.43918667785
62,252.0,2.5260119771
63,252.6,2.2921157863
64,253.0,2.3484507367100003
65,254.2,2.13606296926
66,255.3,2.0573699715
67,255.3,2.633415914
68,255.7,2.2487882527
69,252.9,1.9381320569
70,251.7,1.8399519977
71,241.2,1.8428195121000002
72,243.6,2.0063264733
73,243.6,1.9294355534
74,245.2,2.0177683965
75,245.5,2.6431811992
76,240.7,1.8620335894899998
77,238.7,1.8776137432
78,242.4,1.69420707889
79,243.4,1.6901726504399999
80,251.0,2.1666250284
81,253.0,2.2618366984000002
82,255.5,2.3000702119
83,255.8,2.2075832285
84,254.7,2.01136582074
85,257.9,2.4990785511999998
86,257.7,1.99263210835
87,252.1,2.01109900239
88,252.1,2.0230183632500003
89,243.2,2.392858352
90,242.5,1.9834643813700001
91,242.1,2.5518725078999998
92,242.0,2.0344407979
93,248.4,1.5298567561
94,243.3,1.8498516986399998
95,243.2,1.92443780864
96,241.2,1.98172296654
97,243.6,1.9940804091
98,242.1,2.131468598
99,240.8,1.8916943664499999
100,241.7,2.08196513458
