,"Частота, Гц","Амплитуда, g"
0,,
1,40.0,0.024570602095799997
2,41.4,0.0402039473855
3,42.5,0.033887351515
4,43.0,0.041329652912
5,43.0,0.046311482166
6,43.6,0.048235152917
7,44.0,0.040142351592
8,58.4,0.267511635446
9,66.2,0.33249317407900003
10,73.6,0.2823765854
11,77.1,0.27942075686
12,79.8,0.27202286782
13,81.9,0.24744137235000002
14,83.1,0.31367812355
15,84.3,0.23310458980099996
16,86.5,0.24219265539
17,87.4,0.25794292773
18,89.0,0.25409038165
19,89.3,0.28896089519
20,90.4,0.30012937723
21,91.4,0.27751015042000005
22,92.0,0.26418382302
23,92.9,0.29544261471
24,93.7,0.240826936113
25,94.5,0.26669969923000003
26,95.1,0.2476325182
27,96.2,0.23364701779
28,103.9,0.190807042356
29,108.8,0.240297947137
30,109.8,0.22968720945399998
31,110.4,0.26891807645
32,112.2,0.27945815955
33,112.6,0.26663934605600004
34,113.0,0.33563978954499996
35,113.1,0.292535262651
36,114.9,0.322070764351
37,114.8,0.312096971098
38,115.4,0.35029791018199996
39,115.9,0.332991892876
40,116.7,0.319664862534
41,117.4,0.464365511473
42,118.0,0.40026410404
43,118.0,0.44020214807
44,118.6,0.417437573002
45,119.2,0.41685107568199997
46,119.7,0.37541772039000004
47,120.2,0.42902206315200003
48,121.2,0.435687994171
49,122.9,0.46631052324999994
50,123.0,0.395055194226
51,123.0,0.458678593
52,123.0,0.408507459876
53,123.0,0.46733213726
54,123.0,0.4511436041
55,123.0,0.46811965533000005
56,123.0,0.46880995974
57,123.0,0.456403534923
58,123.2,0.47665877915
59,125.2,0.5368954878800001
60,126.0,0.487173169396
61,125.6,0.49214545487
62,126.0,0.49718360984
63,126.8,0.59821574527
64,127.2,0.54356310737
65,128.0,0.56464198747
66,128.3,0.57474150805
67,129.0,0.56691910354
68,128.7,0.56839574689
69,129.0,0.61127494414
70,129.6,0.526358097934
71,130.0,0.5738648624229999
72,130.7,0.59086830348
73,130.3,0.564765671988
74,131.0,0.59707502224
75,131.8,0.52275518249
76,132.0,0.530385479011
77,133.0,0.58608669527
78,133.0,0.54738388747
79,133.9,0.590309321173
80,134.2,0.55620102065
81,134.9,0.662088631218
82,135.0,0.6282133544199999
83,135.5,0.53963434278
84,135.9,0.515740930212
85,135.8,0.560057259699
86,137.0,0.6564705929700001
87,137.5,0.58701213977
88,138.0,0.7185618631
89,138.0,0.70843696814
90,138.2,0.6139079224199999
91,137.9,0.49512379624400005
92,138.4,0.65621536269
93,138.3,0.6473118528899999
94,139.7,0.430358539728
95,139.4,0.6148854941599999
96,139.0,0.49070047050200005
97,138.2,0.56192795688
98,138.9,0.6334646508899999
99,138.5,0.544322977306
100,139.1,0.61030730021
